Nome,Estrelas,Texto,Data
jeffry cool,undefined undefined undefined undefined undefined,Mantap,30 September 2019 30 September 2019
ahmad abdul Rokhim,undefined undefined undefined undefined undefined,"Mantab,,banyakin diskon ya,,😊",30 September 2019 30 September 2019
Ary Meha,undefined undefined undefined undefined undefined,Good,30 September 2019 30 September 2019
Lya Amalya,undefined undefined undefined undefined undefined,Kirom,30 September 2019 30 September 2019
Sevia Abuhamid,undefined undefined undefined undefined undefined,Ok good,30 September 2019 30 September 2019
Leo Nita,undefined undefined undefined undefined undefined,Good,30 September 2019 30 September 2019
AJIE MUHSIN,undefined undefined undefined undefined undefined,Ok top markotop,30 September 2019 30 September 2019
Gusmint S.T.,undefined undefined undefined undefined,membantu,30 September 2019 30 September 2019
Dede Syahril,undefined undefined undefined undefined undefined,Good,30 September 2019 30 September 2019
Fandi Arisandi,undefined undefined undefined undefined undefined,Nice,30 September 2019 30 September 2019
Muhammad Rifki,undefined undefined undefined undefined undefined,Murah bgtt... Keren,30 September 2019 30 September 2019
Alvare Syahputra,undefined undefined undefined undefined undefined,bagus,30 September 2019 30 September 2019
Kamal Joling,undefined undefined undefined undefined undefined,Mantap,30 September 2019 30 September 2019
Sella Zein,undefined undefined undefined undefined undefined,Great,30 September 2019 30 September 2019
Yanti Puspita Dewi,undefined undefined undefined undefined undefined,"Tmpt nya bagus bwt santai ada tmpt yg di dekor bisa bwt selfie,nyaman deh pokok nya,makanya mau nyoba kata tmn bagus pisan pelayanan nya ramah",30 September 2019 30 September 2019
Cecep Abrony,undefined,Sangat mengecewakan. -. Pelayanan yang sangat tidak ramah dan tidak sopan. -. Diberi kamar yang tdk sesuai dengan kamar pada saat room showing. -. Cukup jadi pengalaman yang pertama dan terakhir. -. SANGAT KECEWA.,30 September 2019 30 September 2019
MUHAMMAD ANWAR,undefined undefined undefined undefined undefined,Perbanyak promo,30 September 2019 30 September 2019
Nasrul Amin,undefined undefined undefined undefined undefined,Bagus bnget,30 September 2019 30 September 2019
ARKAN ARRAFI,undefined undefined undefined undefined undefined,Rekomend harga terjangkau,30 September 2019 30 September 2019
Irvan Andriansyah,undefined undefined undefined undefined undefined,Boking kamar jadi mudah & gak perlu ribet keluar kota.. Tingkatkan terus pelayanan nya 👍🏼,30 September 2019 30 September 2019
Heri adiputra sihombing,undefined undefined undefined undefined undefined,Cocok buat backpacker low budget airyroom tetep nyaman pas di kantong,30 September 2019 30 September 2019
Taufik Maulana,undefined undefined undefined undefined undefined,"THANKS A LOT UNTUK AIRY YANG UDAH MAU MENDENGARKAN MASUKKAN (ATAU MUNGKIN LEBIH TEPATNYA KELUHAN) DARI SAYA UNTUK TIDAK PILIH-PILIH WILAYAH DALAM PROMO-PROMO DISKON KAMAR HOTEL AIRY, ALHAMDULILLAH.... UNTUK PARA CS NYA TERIMA KASIH BANYAK ATAS KESABARANNYA MENGHADAPI KELUHAN SAYA, MOHON MAAF KALO AD...Ulasan LengkapTHANKS A LOT UNTUK AIRY YANG UDAH MAU MENDENGARKAN MASUKKAN (ATAU MUNGKIN LEBIH TEPATNYA KELUHAN) DARI SAYA UNTUK TIDAK PILIH-PILIH WILAYAH DALAM PROMO-PROMO DISKON KAMAR HOTEL AIRY, ALHAMDULILLAH.... UNTUK PARA CS NYA TERIMA KASIH BANYAK ATAS KESABARANNYA MENGHADAPI KELUHAN SAYA, MOHON MAAF KALO ADA KATA-KATA YANG KURANG BERKENAN 🙏 , DAN UNTUK KESEKIAN KALINYA SAYA SENANG DAN PUAS MENGGUNAKAN APPS AIRY, PERTAHANKAN DAN TINGKATKAN TERUS PELAYANANNYA!!! 😊",29 September 2019 29 September 2019
Greya Dutdut,undefined undefined undefined undefined undefined,Bagus bgt,29 September 2019 29 September 2019
Darma Saputra,undefined undefined undefined undefined undefined,Ok,29 September 2019 29 September 2019
Febry Anto,undefined undefined undefined undefined undefined,"Mudah caranya, mudah bayarnya, banyak promo nya. Terbaik",29 September 2019 29 September 2019
Suhandi Andi,undefined undefined undefined undefined undefined,Ok,29 September 2019 29 September 2019
Holipah Hairunisa,undefined undefined undefined undefined undefined,Nyaman orang nya baik baik ramah ramah dan yg paling penting bersih disini bersih bgt dan membuat kita nyaman long stay dsini,29 September 2019 29 September 2019
Aripin Ritonga,undefined undefined undefined undefined,Terima Kasih Atas Pelayan Terbaiknya Untuk Adik Satriman Airy Medan Sunggal... Respect ke Pengunjung luar Biasa terimakasi atas hiasan Kamarnya... dan keramahannya adik satriman,29 September 2019 29 September 2019
abie rafie,undefined undefined undefined undefined,Layanan pemesanan tiketnya cukup mudah.,29 September 2019 29 September 2019
Evan,undefined undefined undefined undefined,"Bolehlah bintang 4 dulu. Promo2 diperbaiki dan diperjelas lagi donk, terkadang gak sesuai dengan infonya.",29 September 2019 29 September 2019
Adhe Modjo,undefined undefined undefined undefined undefined,membntu,29 September 2019 29 September 2019
Isnahepi Putri,undefined undefined,"Hy, aku bru mau nyoba ni di airy kira² persyaratan buat masuk ke airy apa saja ya?",29 September 2019 29 September 2019
mardiana riswani,undefined undefined undefined undefined undefined,Harga nya ok. Pas di kantong,29 September 2019 29 September 2019
uget ugets,undefined undefined undefined undefined undefined,harus lebih profesional dalam kebersihan serta sikap kepada tamu.,29 September 2019 29 September 2019
yossa reza,undefined undefined undefined undefined undefined,Good,28 September 2019 28 September 2019
TEPI JALAN,undefined undefined undefined undefined undefined,Lebih dibanyakin promo nya,28 September 2019 28 September 2019
cholor della,undefined undefined undefined undefined undefined,"Memberikan pelayanan yg terbaik untuk pelanggan nya ,terima kasih airy",28 September 2019 28 September 2019
Rw In,undefined undefined undefined undefined undefined,Cukup memuaskan,28 September 2019 28 September 2019
Leman Kuaro,undefined undefined undefined undefined undefined,Mantaf,28 September 2019 28 September 2019
Julius Franc,undefined undefined undefined undefined undefined,Good,28 September 2019 28 September 2019
Edy Haw,undefined undefined undefined undefined undefined,"Di coba dulu ... mudah"" lancar",28 September 2019 28 September 2019
Ade Mocil2727,undefined undefined undefined undefined undefined,Mantep ngga ribet,28 September 2019 28 September 2019
Empur Furqon,undefined undefined undefined undefined undefined,Top,28 September 2019 28 September 2019
Irpan Harahap,undefined undefined undefined undefined undefined,Di luar expektasi..good job,28 September 2019 28 September 2019
Lidya Dwipungkisetyawati,undefined undefined undefined undefined undefined,Pelayanannya sangat baik,28 September 2019 28 September 2019
abdul yakub,undefined undefined undefined undefined,Oke,28 September 2019 28 September 2019
Oto Pina,undefined undefined undefined undefined undefined,Lagu pengen,28 September 2019 28 September 2019
Mustika antik Wibawa/caca,undefined undefined undefined undefined undefined,"Proses pemesanan tiketnya mudah, gak ribet",28 September 2019 28 September 2019
Aulia Andriansyah,undefined undefined undefined undefined undefined,Ditambah lagi promo-promo nya,28 September 2019 28 September 2019
Mitha Lambere,undefined undefined undefined undefined undefined,Sangat memuaskan,28 September 2019 28 September 2019
rudy gunawan,undefined undefined undefined undefined undefined,Aplikasi pemesanan kamar budget dengan harga terjangkau & kamar yg bermutu.,28 September 2019 28 September 2019
sup padle boart pulau untung jawa arjun,undefined undefined undefined undefined undefined,Yub,28 September 2019 28 September 2019
Drs Romli,undefined undefined undefined undefined undefined,Sip,28 September 2019 28 September 2019
Ira marliyani,undefined undefined undefined undefined,Nyaman kamarnya,28 September 2019 28 September 2019
Imanuel Makausi,undefined undefined undefined undefined undefined,Mantap,28 September 2019 28 September 2019
Ermayuliana Yuliana,undefined undefined undefined undefined undefined,Nyaman,28 September 2019 28 September 2019
Raden Nurulhay,undefined undefined undefined undefined undefined,bagus tpi klo kena noda dendany lumayan,28 September 2019 28 September 2019
Cinta Cinta,undefined undefined undefined undefined undefined,Good,28 September 2019 28 September 2019
Muhammad Taufiq,undefined undefined undefined undefined undefined,👍👍👍,28 September 2019 28 September 2019
Squishy Collection My Squishy,undefined undefined undefined undefined,Cepat muda,28 September 2019 28 September 2019
Nur Rosyid,undefined undefined undefined undefined undefined,Very good,28 September 2019 28 September 2019
Gunawan Lintar,undefined undefined undefined undefined undefined,"bagus dan pas di kantong,ga ribet juga",28 September 2019 28 September 2019
denni napitupulu,undefined undefined undefined undefined undefined,Goood,28 September 2019 28 September 2019
Wawan Pekanbaru,undefined undefined undefined undefined undefined,Bagus,28 September 2019 28 September 2019
Ivan Kuswandoro,undefined undefined undefined undefined undefined,Ok lah,28 September 2019 28 September 2019
Bambang Edy Suprasetyo,undefined undefined undefined undefined undefined,Tiketnya murah,28 September 2019 28 September 2019
Debby Loss,undefined undefined undefined undefined undefined,Ok maximal,27 September 2019 27 September 2019
Dimas Aris Aprilyan,undefined undefined undefined undefined undefined,Harga Merakyat,27 September 2019 27 September 2019
Ella Unyu,undefined undefined undefined undefined undefined,Kren,27 September 2019 27 September 2019
Anyher Umboh,undefined undefined undefined undefined undefined,"Ini adalah pengalaman pertama saya memakai aplikasi airy...,saya cukup puas...",27 September 2019 27 September 2019
putri taskirah Auliya,undefined undefined undefined undefined undefined,Top,27 September 2019 27 September 2019
Enjel Enjel,undefined undefined undefined undefined,Tingkatkan promonya,27 September 2019 27 September 2019
Ardy Marsidi,undefined undefined undefined undefined undefined,"Harga terjangkau, fasilitas baik.. terimakasih",27 September 2019 27 September 2019
K Syarif35,undefined undefined undefined undefined,"Bagus, namun diskon harga pesawat domestik kurang banyak.",27 September 2019 27 September 2019
Novee Rafaella,undefined,Makin hari makin dikit hotel yg kerjasama payahhhh,27 September 2019 27 September 2019
Nasywa naila Nasywa,undefined undefined undefined,Bagus/puas,27 September 2019 27 September 2019
Pradha Oktavianto,undefined undefined undefined undefined undefined,"Sudah pernah membuktikan, sekarang gak usah ragu lagi deh pake airy, ga ribet jga",27 September 2019 27 September 2019
Halimi Noor Thoibah,undefined undefined undefined undefined undefined,Lebih banyak lagi kasih promo nya,27 September 2019 27 September 2019
ahmad fauzi,undefined undefined undefined undefined undefined,Puas..,27 September 2019 27 September 2019
Dany Hide,undefined undefined undefined undefined undefined,Bad,27 September 2019 27 September 2019
Diana pungki,undefined,Menggangu Walpaper saya jika masih ada Iklan di Walpaper saya .saya akan protes!!!!!!!!,27 September 2019 27 September 2019
Hasamoni Halawa,undefined undefined undefined undefined undefined,Mantap,27 September 2019 27 September 2019
yus yusmar,undefined undefined undefined undefined undefined,Good,27 September 2019 27 September 2019
Linda Kusumo,undefined,"Tgl 20 Sept 2019 lalu saya dapat email dari Airy dengan iming2 voucher Rp.100 ribu kalo mau berbagi pengalaman bersama Airy. Tapi ternyata sesudah selesai saya mengulas langsung dimasukkan sekaligus ke dalam survey berbahasa Inggris lainnya sedangkan voucher Airynya tidak kunjung saya dapatkan. Saya...Ulasan LengkapTgl 20 Sept 2019 lalu saya dapat email dari Airy dengan iming2 voucher Rp.100 ribu kalo mau berbagi pengalaman bersama Airy. Tapi ternyata sesudah selesai saya mengulas langsung dimasukkan sekaligus ke dalam survey berbahasa Inggris lainnya sedangkan voucher Airynya tidak kunjung saya dapatkan. Saya sudah menanyakan ke cs Airy tapi tak kunjung direspon. Hallo,Airy...bagaimana tanggapan anda?",27 September 2019 27 September 2019
Adi Anggodo,undefined undefined undefined undefined undefined,Aplikasix bgus dan custemer servisx cpat dan harga tiketx murah da kupon lgi. Sukses buat airy,27 September 2019 27 September 2019
muhammad hanan,undefined undefined undefined undefined undefined,Nyaman banget,27 September 2019 27 September 2019
nur isa fadillah,undefined undefined undefined undefined undefined,Ok,27 September 2019 27 September 2019
Bimo Albaar,undefined undefined undefined undefined undefined,keren nyaman bngt nginap di airy bersih bngt roomnya pelayanannya ramah fasilitas komplit 😍😍😍😍😍 di airy syariah pakis 86 tirtosari surabaya,27 September 2019 27 September 2019
Agus Susanto,undefined undefined undefined undefined undefined,Saya Pengguna Pertama Airy..semoga sukses selalu🤗,27 September 2019 27 September 2019
andri firman yanto,undefined undefined undefined undefined undefined,mudah d mengerti,26 September 2019 26 September 2019
fika saprudin,undefined undefined undefined undefined undefined,Airy manntttrrraaaffffzzzz,26 September 2019 26 September 2019
adhe hoptizer,undefined undefined undefined undefined undefined,"Aplikasi cepat, lengkap, temksh sudah ada ATM bersama memudahkan kami dalam transfer.",26 September 2019 26 September 2019
Muchamad Jatti Nugroho,undefined undefined undefined undefined undefined,Murmer . Trims,26 September 2019 26 September 2019
Lidya Marsita,undefined undefined undefined undefined undefined,"Keren, suka tempatnya",26 September 2019 26 September 2019
Annisa Risnasari,undefined undefined undefined undefined undefined,Bagus,26 September 2019 26 September 2019
yoga ajatriyono,undefined undefined undefined undefined undefined,Bagus dan baik pelayanannya,26 September 2019 26 September 2019
Iip Arifin,undefined undefined undefined undefined undefined,alhamdulillah airy langgananku,26 September 2019 26 September 2019
Dimas Abimanyu,undefined undefined undefined undefined undefined,Good aplikasi,26 September 2019 26 September 2019
Sari ayu Santia,undefined undefined undefined undefined undefined,bagus,26 September 2019 26 September 2019
eddie nababan,undefined undefined undefined undefined undefined,Oke bgt,26 September 2019 26 September 2019
Akbar Alvian,undefined undefined undefined undefined undefined,"Terimakasih atas pelayanan nya, sangat memuaskan",26 September 2019 26 September 2019
Bargas maulana,undefined undefined undefined undefined undefined,sudah baik tingkatkn lagi,26 September 2019 26 September 2019
Ahmad Yani,undefined undefined undefined undefined undefined,Bgus.bnyak diskon nya,26 September 2019 26 September 2019
Arahman gantada,undefined undefined undefined undefined,Tolong perbanyak promo Dan discount,26 September 2019 26 September 2019
Dedi Irwan Amd,undefined undefined undefined undefined undefined,Good customer..klo bisa promo discount.. Di perbanyak akhir pekan,26 September 2019 26 September 2019
sandra noviandra,undefined undefined undefined undefined undefined,Mantap..,26 September 2019 26 September 2019
Ameliautami Niswar,undefined undefined undefined undefined undefined,Tiketnya murah bener aplikasinya mudah,26 September 2019 26 September 2019
Azies & Liffah Official,undefined undefined undefined undefined undefined,Rekomendasi buat tmn2.,26 September 2019 26 September 2019
Aryadi Indonesia,undefined undefined undefined undefined undefined,Baik,26 September 2019 26 September 2019
agus budi s santosa,undefined undefined undefined undefined undefined,Mantaff..,26 September 2019 26 September 2019
Stevie Tulaseket,undefined undefined undefined undefined,bagus untuk pemesanan,26 September 2019 26 September 2019
Sukzesss Teddy,undefined undefined undefined undefined,Bagus,26 September 2019 26 September 2019
Capricorns Aja,undefined undefined undefined undefined undefined,Sejauh ini nyaman pakai Airy,26 September 2019 26 September 2019
Yani Liem,undefined undefined undefined undefined undefined,Memuaskan dalam memberi solusi,26 September 2019 26 September 2019
alew ripki,undefined undefined undefined undefined undefined,Good,26 September 2019 26 September 2019
Maria Aurelia Jeramun,undefined undefined undefined undefined undefined,Sangat membantu,26 September 2019 26 September 2019
yoha toktil,undefined undefined undefined undefined undefined,Jos,25 September 2019 26 September 2019
TYAGA HERMANTO,undefined undefined undefined undefined undefined,Good,25 September 2019 26 September 2019
ABANG GRAB,undefined undefined undefined undefined undefined,Sip,25 September 2019 25 September 2019
dewi nabila,undefined undefined undefined undefined undefined,Ok,25 September 2019 25 September 2019
Romlah Ajah,undefined undefined undefined undefined undefined,Super mewah harga kaki lima 🤗,25 September 2019 25 September 2019
Surya fajarnanta,undefined undefined undefined undefined undefined,Mantul,25 September 2019 25 September 2019
jordan talaksoru,undefined undefined undefined undefined undefined,Salah satu acuan untuk dapat penerbangan low budget 😁,25 September 2019 25 September 2019
Amin Junaedi,undefined undefined undefined undefined undefined,Simple dan ga rinet 👍,25 September 2019 25 September 2019
echo Cahyono,undefined undefined undefined undefined undefined,Good,25 September 2019 25 September 2019
Dika Radiski,undefined undefined undefined undefined undefined,Airy aplikasi mantao,25 September 2019 25 September 2019
Haryanto,undefined undefined undefined undefined undefined,Mantap apknya,25 September 2019 25 September 2019
Ali Mansur,undefined undefined undefined undefined undefined,Nice for goood,25 September 2019 25 September 2019
Marlyn R Limbang,undefined undefined undefined undefined undefined,Pesan d Airy lebih mudah dan lebih hemat,25 September 2019 25 September 2019
adelaine theemba,undefined undefined undefined undefined undefined,Bagussssss,25 September 2019 25 September 2019
ahmad ibandi,undefined undefined undefined undefined undefined,"Saya selalu menggunakan aplikasi Airy setiap kali bepergian, banyak kemudahan yang didapat, dan tentunya Airy sangat membantu. Terima kasih Airy, sukses selalu.",25 September 2019 25 September 2019
Wahyu kusumo Wibowo,undefined undefined undefined undefined undefined,Jos,25 September 2019 25 September 2019
Zima Khan,undefined,Ok,25 September 2019 25 September 2019
chelsea Aldercy,undefined undefined undefined undefined undefined,Good,24 September 2019 24 September 2019
Ibnu Fadlan,undefined undefined undefined undefined undefined,Bqik,24 September 2019 24 September 2019
Devi Aldila,undefined undefined undefined undefined undefined,Murah walaupun kadang di hotel yang lumayan bagus,24 September 2019 24 September 2019
Uce Prasetyo,undefined undefined undefined undefined undefined,Bagus harga kamar murah dan berkualitas,24 September 2019 24 September 2019
Bariet Wibowo,undefined undefined undefined undefined undefined,Keren,24 September 2019 24 September 2019
Bambang Edy Suprasetyo,undefined undefined undefined undefined undefined,"Airy tidak hoax, nyata ada. Saya pengguna Jasa Airy 3 kali lancar-lancar saja.",24 September 2019 24 September 2019
NEOFOREVER,undefined undefined undefined,"Terima kasih berkat airy bisa cari tempat buat membakar hotel,terima kasih axis",24 September 2019 24 September 2019
bedebah coy,undefined undefined undefined undefined undefined,Top,24 September 2019 24 September 2019
lukman hakim,undefined undefined undefined undefined undefined,bagus dan menyenangkan.. mudah dan sangat membantu.. hnya perlu ditambah jumlah hotel yg bkerja sama dengan airy.. karena yg kita butuhkan ialah kenyamanan dan jauh bising lalu lalang penghuni yg bukan penghuni kamar.. alias tamu yg gk jelas.. saya sangat mendukung airy syariah.. terima kasih,24 September 2019 24 September 2019
Yumelco Samuel,undefined undefined undefined undefined undefined,Sangat Memuaskan,24 September 2019 24 September 2019
Waldi Yusuf,undefined undefined undefined undefined undefined,Sangat baik,24 September 2019 24 September 2019
Bengky Prionggo,undefined undefined undefined undefined undefined,"Nyaman,harga bersahabat",24 September 2019 24 September 2019
Widodo Trip,undefined undefined undefined undefined undefined,"Mantap,murah siip pokoknya.",24 September 2019 24 September 2019
sparrow palandi,undefined undefined undefined undefined undefined,Ok,24 September 2019 24 September 2019
Faldi FRamadhan,undefined undefined undefined undefined undefined,hotel darurat paling ekonomis dri pada yg lain,24 September 2019 24 September 2019
Aditya Aryadiputra,undefined undefined undefined undefined undefined,Murah bgt,24 September 2019 24 September 2019
mahendra drh,undefined undefined undefined undefined,Mantep banget..dapat diskon juga..,24 September 2019 24 September 2019
ibanHDgamer,undefined undefined undefined undefined undefined,bnyak diskonnya,24 September 2019 24 September 2019
ana .4na,undefined undefined undefined undefined undefined,Sangat membantu sejauh ini,24 September 2019 24 September 2019
Hendro Setiawan,undefined undefined undefined undefined undefined,Sangat membantu sekali AIRY MAKIN MAJU,24 September 2019 24 September 2019
Kiki Aliando,undefined undefined undefined undefined undefined,Bagus,24 September 2019 24 September 2019
Agis Kania Official,undefined undefined undefined undefined,Murmer dan selalu ada diskon,23 September 2019 23 September 2019
Anggun Wahyuni,undefined undefined undefined undefined undefined,Bagus pelayanannya,23 September 2019 23 September 2019
DWI ARYOSO,undefined undefined undefined undefined undefined,Mantap mudah,23 September 2019 23 September 2019
1Envious ύӃᎤЛ.4シ,undefined undefined undefined,Mantap,23 September 2019 23 September 2019
Edi Noegroho,undefined undefined undefined undefined undefined,Mudah Cepat Akurat,23 September 2019 23 September 2019
Troy Junior,undefined undefined undefined undefined undefined,Mantap aman untuk budget pas2an staf juga ramah2,23 September 2019 23 September 2019
Rioza ferdian Marcelino,undefined undefined undefined,Q download aplikasi ini supaya dapareward dari cash pop.tp ternyata rewardnya gk lernah diberikan,23 September 2019 23 September 2019
Maxi Nuhan,undefined undefined undefined undefined undefined,"Mantap,,sy suka apl ini.....",23 September 2019 23 September 2019
andi lucu,undefined,Ngimana sih ini Wifi-nya gak nyala..trs hotelnya ada segel belum bayar pajak mau check in 10 menit sebelum jam 2 dikenakan cas.. trs minta deposit LG..selama saya pakai airy gak ada tuh pakai deposit trs sebelum jam 2 juga bisa check in..,23 September 2019 23 September 2019
Tommy Arissitocha,undefined undefined undefined undefined undefined,good,23 September 2019 23 September 2019
the ridwan djumadil family,undefined undefined undefined undefined undefined,Oke Banget,23 September 2019 23 September 2019
Ridwan Manolang,undefined undefined undefined undefined undefined,memuaskan,23 September 2019 23 September 2019
Eny Sulistiowati,undefined undefined undefined undefined undefined,Semoga dapat airy murah meriah,23 September 2019 23 September 2019
Fauzi. Ahmad,undefined undefined undefined undefined,Siiip,23 September 2019 23 September 2019
reza rachmansyah,undefined undefined undefined undefined undefined,Good apps,23 September 2019 23 September 2019
Jodi Setiawan,undefined undefined undefined undefined undefined,Recomended,23 September 2019 23 September 2019
Haikal pga,undefined undefined undefined undefined,Bagus,23 September 2019 23 September 2019
Riska User,undefined undefined undefined undefined undefined,Nyaman pokonya,23 September 2019 23 September 2019
Asep Indra,undefined undefined undefined undefined undefined,Sangat memuaskan tapi harganya belum murah,23 September 2019 23 September 2019
Ifa Putra,undefined undefined undefined undefined undefined,.puas dan menyenangkan,23 September 2019 23 September 2019
Gancar jr,undefined,Asu di kon login ulang wae,23 September 2019 23 September 2019
Agung Yurnalia,undefined undefined undefined undefined,Good,23 September 2019 23 September 2019
arie tbm,undefined undefined undefined undefined undefined,sangat membantu,22 September 2019 23 September 2019
Abdul Wahid,undefined undefined undefined undefined undefined,mantaaaaap,22 September 2019 22 September 2019
robin sihombing,undefined undefined undefined undefined undefined,Aplikasi nya bagus....,22 September 2019 22 September 2019
Noviecka Wieyanthi,undefined undefined undefined undefined undefined,Sangat puas sekali.. Suka m aplikasi ini n sangat terbantu bgt,22 September 2019 22 September 2019
Irfan Haryanto,undefined undefined undefined undefined undefined,Nyaman bersih pelayan ramah,22 September 2019 22 September 2019
Evi Febriyanti,undefined undefined undefined undefined undefined,Mantul,22 September 2019 22 September 2019
Tar Mizi,undefined undefined undefined undefined undefined,"Airy memang Top, harga ticketnya lumayan murah ,apa lagi harga hotelnya. TERIMAKASIH AIRY",22 September 2019 22 September 2019
aurelia athena,undefined,"Beberapa penginapan tidak sesuai deskripsi. Kamar mandi di dalam ternyata dapat kamar mandi diluar. Pernah cek in sekitar jam 4 sore, kamar yg dipesan diberikan ke orang lain padahal sudah bayar jauh jauh hari. Parah sih.",22 September 2019 22 September 2019
Nucen Indiyanto,undefined undefined undefined undefined undefined,Harganya murah,22 September 2019 22 September 2019
Putri tidur,undefined undefined undefined undefined undefined,aku suka bngtt karna lebih efesien dan mudah,22 September 2019 22 September 2019
adam Ali,undefined undefined undefined undefined undefined,Ilike❤️,22 September 2019 22 September 2019
Jamal Forester,undefined undefined undefined undefined undefined,Puas dgn pelayanan cepat dan tepat,22 September 2019 22 September 2019
Mainia Rahmawati,undefined undefined undefined undefined undefined,Oke,22 September 2019 22 September 2019
leonard tobing,undefined undefined undefined undefined undefined,Banyak kemudahan untuk nyari hotel terdekat,22 September 2019 22 September 2019
Wawan Sugiyarto,undefined undefined undefined undefined undefined,Top,22 September 2019 22 September 2019
Mirza Bareza,undefined undefined undefined undefined undefined,Jos! Suka,21 September 2019 21 September 2019
Willy Dirgantara,undefined undefined undefined,Kurang sip,21 September 2019 21 September 2019
TAYO BIS,undefined undefined undefined undefined,"Skrg refund lebih di permudah, beda sma dlu, proses dan peraturan nya rumit, beda nama dikit aja pake surat keterangan",21 September 2019 21 September 2019
Syafrian Noor,undefined undefined undefined undefined undefined,Memuaskan menginap di airy,21 September 2019 21 September 2019
Irfan Febrian,undefined undefined undefined undefined undefined,Feel the comfort.,21 September 2019 21 September 2019
Abdurrahman 17,undefined undefined undefined undefined,"Belum mencoba layanan inap, tetapi kualitas akomodasi sepertinya nyaman",21 September 2019 21 September 2019
Rose Bintang,undefined undefined undefined undefined undefined,Memuaskan,21 September 2019 21 September 2019
kusnadi zabran,undefined undefined undefined undefined undefined,Ok,21 September 2019 21 September 2019
Benny Totot,undefined undefined undefined undefined undefined,"Nyaman, aman dan pas dikantong",21 September 2019 21 September 2019
Cahaya Indah,undefined undefined undefined undefined undefined,Ok,21 September 2019 21 September 2019
Roni Mandey,undefined undefined undefined undefined undefined,Sangat bagus ..tidak bising istirahat nya temag ...,21 September 2019 21 September 2019
Anggara Dimas,undefined,Wou,21 September 2019 21 September 2019
Amy Sandra,undefined undefined undefined undefined undefined,good... byk promo y,21 September 2019 21 September 2019
andi faisal,undefined undefined undefined undefined undefined,Harga terjangkau,21 September 2019 21 September 2019
Farid Hidayat,undefined undefined undefined undefined,Good,21 September 2019 21 September 2019
Nur Ishaq,undefined undefined undefined undefined,Aman.. Cepat.. Baguslahh,21 September 2019 21 September 2019
Nur Rokhayati,undefined undefined undefined undefined,Mempermudah dan membantu mencari hotel yang baik dengan harga sesuai kantong,21 September 2019 21 September 2019
Syarif Udin,undefined undefined undefined undefined undefined,Sangat bagus untuk mendukung kelancaran pekerjaan saya,21 September 2019 21 September 2019
Hendri Kurniawan,undefined undefined undefined undefined undefined,Good,21 September 2019 21 September 2019
A W S,undefined,Harga booking/tertera sama harga pembelian bisa beda🤔,21 September 2019 21 September 2019
ratih ayuningtyas,undefined undefined undefined undefined,"Harga terjangkau, unit banyak dimana2, pelayanan ramah, tapi unit kadang ada yg kurang bersih",21 September 2019 21 September 2019
Sarman Arman,undefined undefined undefined undefined undefined,banyak promo penerbangan,21 September 2019 21 September 2019
Anisatul Iriani,undefined undefined undefined,Kamarnya sngat bagus dan memuaskan sekali😊,21 September 2019 21 September 2019
QR channel,undefined undefined undefined undefined undefined,memuaskan,21 September 2019 21 September 2019
indah SAM,undefined undefined undefined undefined,Good app,21 September 2019 21 September 2019
Mamiri Travel,undefined undefined undefined undefined undefined,Sangan murah produknya,21 September 2019 21 September 2019
Mala Indira,undefined undefined undefined undefined undefined,Nyaman aman bersih tempatnya,21 September 2019 21 September 2019
Yonathan Dwiwahyanto,undefined undefined undefined undefined undefined,Mantapzzz pelayanannya,21 September 2019 21 September 2019
Lina Hardiyanti,undefined undefined undefined undefined undefined,Pilihan terbaik👍,21 September 2019 21 September 2019
Budi Yono,undefined undefined undefined undefined,"Beberapa kali pesan Airy selalu memuaskan, tetapi mengapa fasilitas kamar berbeda-beda ya. Seperti ciri khas bantal kecil Airy, perlengkapan kamar mandi, dan snack, beberapa hotel tdk ada ciri khas Airy.",20 September 2019 20 September 2019
Rani Tri Wijayanti,undefined undefined undefined undefined undefined,Kereenn...,20 September 2019 20 September 2019
Kurnia Armunanto,undefined undefined undefined undefined undefined,Tempatnya ok fasilitasnya lengkap dan ok punya dan hemat kantong...,20 September 2019 20 September 2019
Harlaz Flipz,undefined undefined undefined undefined undefined,Sip dehhh,20 September 2019 20 September 2019
Muhammad Husairin,undefined undefined undefined undefined,Cukup bagus,20 September 2019 20 September 2019
Chika Maru,undefined undefined undefined undefined,Harga tiket lebih murah Saran: kerja sama juga donk dgn pihak air asia y,20 September 2019 20 September 2019
Suyan Suyanto,undefined undefined undefined undefined undefined,"Sangat membantu, adain banyak promo",20 September 2019 20 September 2019
Payung Teduh,undefined undefined undefined undefined undefined,"Sangat bagus bersih,pekerja sana sangat ramah dan baik",20 September 2019 20 September 2019
GAMERS INDO,undefined undefined undefined undefined undefined,Ok lah,20 September 2019 20 September 2019
santoso martadinata,undefined undefined undefined undefined undefined,"Bersih,nyaman",20 September 2019 20 September 2019
Indra Lesmana,undefined undefined undefined undefined,Oke oke,20 September 2019 20 September 2019
Radikan Dinul Islam,undefined undefined undefined undefined undefined,Banyak promo,20 September 2019 20 September 2019
siti wahyuni,undefined undefined undefined undefined undefined,Seneng banget punya aplikasi ini,20 September 2019 20 September 2019
Fatih Grias,undefined,Nyoba kalo bagus tambah bintang,20 September 2019 20 September 2019
